	id_cp_interaction	partner_a	partner_b	protein_name_a	protein_name_b	annotation_strategy	source	gene_name_a	gene_name_b	gene_name_mouse_a	gene_name_mouse_b
351		Q8NFW1	P56199	COMA1_HUMAN	ITA1_HUMAN	curated	uniprot unpacked	COL22A1	ITGA1	Col22a1	Itga1
352		Q96A83	Q9UKX5	COQA1_HUMAN	ITA11_HUMAN	curated	uniprot unpacked	COL26A1	ITGA11	Col26a1	Itga11
353		P20908	O75578	CO5A1_HUMAN	ITA10_HUMAN	curated	uniprot unpacked	COL5A1	ITGA10	Col5a1	Itga10
354		P09038	P06756	FGF2_HUMAN	ITAV_HUMAN	curated	uniprot unpacked	FGF2	ITGAV	Fgf2	Itgav
355		P09038	P05106	FGF2_HUMAN	ITB3_HUMAN	curated	uniprot unpacked	FGF2	ITGB3	Fgf2	Itgb3
356		P08572	P56199	CO4A2_HUMAN	ITA1_HUMAN	curated	uniprot unpacked	COL4A2	ITGA1	Col4a2	Itga1
357		Q9HC73	P16871	CRLF2_HUMAN	IL7RA_HUMAN	curated	uniprot unpacked	CRLF2	IL7R	Crlf2	Il7r
358		Q9HC73	Q9HC73	CRLF2_HUMAN	CRLF2_HUMAN	curated	uniprot unpacked	CRLF2	CRLF2	Crlf2	Crlf2
359		P12107	P05556	COBA1_HUMAN	ITB1_HUMAN	curated	uniprot unpacked	COL11A1	ITGB1	Col11a1	Itgb1
360		P12107	O75578	COBA1_HUMAN	ITA10_HUMAN	curated	uniprot unpacked	COL11A1	ITGA10	Col11a1	Itga10
361		P24821	P06756	TENA_HUMAN	ITAV_HUMAN	curated	uniprot unpacked	TNC	ITGAV	Tnc	Itgav
362		P24821	P18564	TENA_HUMAN	ITB6_HUMAN	curated	uniprot unpacked	TNC	ITGB6	Tnc	Itgb6
363		P39060	P17301	COIA1_HUMAN	ITA2_HUMAN	curated	uniprot unpacked	COL18A1	ITGA2	Col18a1	Itga2
364		P25067	P05556	CO8A2_HUMAN	ITB1_HUMAN	curated	uniprot unpacked	COL8A2	ITGB1	Col8a2	Itgb1
365		P25067	P17301	CO8A2_HUMAN	ITA2_HUMAN	curated	uniprot unpacked	COL8A2	ITGA2	Col8a2	Itga2
366		P02751	P26006	FINC_HUMAN	ITA3_HUMAN	curated	uniprot unpacked	FN1	ITGA3	Fn1	Itga3
367		P00747	P08514	PLMN_HUMAN	ITA2B_HUMAN	curated	uniprot unpacked	PLG	ITGA2B	Plg	Itga2b
368		P00747	P05106	PLMN_HUMAN	ITB3_HUMAN	curated	uniprot unpacked	PLG	ITGB3	Plg	Itgb3
369		Q14050	O75578	CO9A3_HUMAN	ITA10_HUMAN	curated	uniprot unpacked	COL9A3	ITGA10	Col9a3	Itga10
370		Q9P218	Q9UKX5	COKA1_HUMAN	ITA11_HUMAN	curated	uniprot unpacked	COL20A1	ITGA11	Col20a1	Itga11
371		P01024	P05107	CO3_HUMAN	ITB2_HUMAN	curated	uniprot unpacked	C3	ITGB2	C3	Itgb2
372		P01024	P11215	CO3_HUMAN	ITAM_HUMAN	curated	uniprot unpacked	C3	ITGAM	C3	Itgam
373		Q01955	P05556	CO4A3_HUMAN	ITB1_HUMAN	curated	uniprot unpacked	COL4A3	ITGB1	Col4a3	Itgb1
374		Q01955	P17301	CO4A3_HUMAN	ITA2_HUMAN	curated	uniprot unpacked	COL4A3	ITGA2	Col4a3	Itga2
375		P04004	P06756	VTNC_HUMAN	ITAV_HUMAN	curated	uniprot unpacked	VTN	ITGAV	Vtn	Itgav
376		P04004	P05106	VTNC_HUMAN	ITB3_HUMAN	curated	uniprot unpacked	VTN	ITGB3	Vtn	Itgb3
377		Q07092	P56199	COGA1_HUMAN	ITA1_HUMAN	curated	uniprot unpacked	COL16A1	ITGA1	Col16a1	Itga1
378		P02461	P05556	CO3A1_HUMAN	ITB1_HUMAN	curated	uniprot unpacked	COL3A1	ITGB1	Col3a1	Itgb1
379		P02461	P17301	CO3A1_HUMAN	ITA2_HUMAN	curated	uniprot unpacked	COL3A1	ITGA2	Col3a1	Itga2
380		P05997	P05556	CO5A2_HUMAN	ITB1_HUMAN	curated	uniprot unpacked	COL5A2	ITGB1	Col5a2	Itgb1
381		P05997	P56199	CO5A2_HUMAN	ITA1_HUMAN	curated	uniprot unpacked	COL5A2	ITGA1	Col5a2	Itga1
382		Q14031	P05556	CO4A6_HUMAN	ITB1_HUMAN	curated	uniprot unpacked	COL4A6	ITGB1	Col4a6	Itgb1
383		Q14031	O75578	CO4A6_HUMAN	ITA10_HUMAN	curated	uniprot unpacked	COL4A6	ITGA10	Col4a6	Itga10
384		P24821	Q13797	TENA_HUMAN	ITA9_HUMAN	curated	uniprot unpacked	TNC	ITGA9	Tnc	Itga9
385		P27658	P17301	CO8A1_HUMAN	ITA2_HUMAN	curated	uniprot unpacked	COL8A1	ITGA2	Col8a1	Itga2
386		P35555	P05556	FBN1_HUMAN	ITB1_HUMAN	curated	uniprot unpacked	FBN1	ITGB1	Fbn1	Itgb1
387		P35555	P08648	FBN1_HUMAN	ITA5_HUMAN	curated	uniprot unpacked	FBN1	ITGA5	Fbn1	Itga5
388		P32004	P05556	L1CAM_HUMAN	ITB1_HUMAN	curated	uniprot unpacked	L1CAM	ITGB1	L1cam	Itgb1
389		P32004	P08648	L1CAM_HUMAN	ITA5_HUMAN	curated	uniprot unpacked	L1CAM	ITGA5	L1cam	Itga5
390		P20908	P56199	CO5A1_HUMAN	ITA1_HUMAN	curated	uniprot unpacked	COL5A1	ITGA1	Col5a1	Itga1
391		P06734	P06756	FCER2_HUMAN	ITAV_HUMAN	curated	uniprot unpacked	FCER2	ITGAV	Fcer2a	Itgav
392		P06734	P05106	FCER2_HUMAN	ITB3_HUMAN	curated	uniprot unpacked	FCER2	ITGB3	Fcer2a	Itgb3
393		Q99715	Q9UKX5	COCA1_HUMAN	ITA11_HUMAN	curated	uniprot unpacked	COL12A1	ITGA11	Col12a1	Itga11
394		P20849	P05556	CO9A1_HUMAN	ITB1_HUMAN	curated	uniprot unpacked	COL9A1	ITGB1	Col9a1	Itgb1
395		P20849	P56199	CO9A1_HUMAN	ITA1_HUMAN	curated	uniprot unpacked	COL9A1	ITGA1	Col9a1	Itga1
396		P08123	P17301	CO1A2_HUMAN	ITA2_HUMAN	curated	uniprot unpacked	COL1A2	ITGA2	Col1a2	Itga2
397		A8TX70	Q9UKX5	CO6A5_HUMAN	ITA11_HUMAN	curated	uniprot unpacked	COL6A5	ITGA11	Col6a5	Itga11
398		A6NMZ7	P17301	CO6A6_HUMAN	ITA2_HUMAN	curated	uniprot unpacked	COL6A6	ITGA2	Col6a6	Itga2
399		Q2UY09	P05556	COSA1_HUMAN	ITB1_HUMAN	curated	uniprot unpacked	COL28A1	ITGB1	Col28a1	Itgb1
400		Q2UY09	O75578	COSA1_HUMAN	ITA10_HUMAN	curated	uniprot unpacked	COL28A1	ITGA10	Col28a1	Itga10
401		Q8IZC6	P05556	CORA1_HUMAN	ITB1_HUMAN	curated	uniprot unpacked	COL27A1	ITGB1	Col27a1	Itgb1
402		Q8IZC6	Q9UKX5	CORA1_HUMAN	ITA11_HUMAN	curated	uniprot unpacked	COL27A1	ITGA11	Col27a1	Itga11
403		A8TX70	P17301	CO6A5_HUMAN	ITA2_HUMAN	curated	uniprot unpacked	COL6A5	ITGA2	Col6a5	Itga2
404		Q05707	Q9UKX5	COEA1_HUMAN	ITA11_HUMAN	curated	uniprot unpacked	COL14A1	ITGA11	Col14a1	Itga11
405		Q14031	P17301	CO4A6_HUMAN	ITA2_HUMAN	curated	uniprot unpacked	COL4A6	ITGA2	Col4a6	Itga2
406		P19320	P05556	VCAM1_HUMAN	ITB1_HUMAN	curated	uniprot unpacked	VCAM1	ITGB1	Vcam1	Itgb1
407		P19320	Q13797	VCAM1_HUMAN	ITA9_HUMAN	curated	uniprot unpacked	VCAM1	ITGA9	Vcam1	Itga9
408		P02751	P13612	FINC_HUMAN	ITA4_HUMAN	curated	uniprot unpacked	FN1	ITGA4	Fn1	Itga4
409		P13598	P05107	ICAM2_HUMAN	ITB2_HUMAN	curated	uniprot unpacked	ICAM2	ITGB2	Icam2	Itgb2
410		P13598	P20701	ICAM2_HUMAN	ITAL_HUMAN	curated	uniprot unpacked	ICAM2	ITGAL	Icam2	Itgal
411		P32004	P06756	L1CAM_HUMAN	ITAV_HUMAN	curated	uniprot unpacked	L1CAM	ITGAV	L1cam	Itgav
412		P32004	P05106	L1CAM_HUMAN	ITB3_HUMAN	curated	uniprot unpacked	L1CAM	ITGB3	L1cam	Itgb3
413		P02462	P56199	CO4A1_HUMAN	ITA1_HUMAN	curated	uniprot unpacked	COL4A1	ITGA1	Col4a1	Itga1
414		P02461	O75578	CO3A1_HUMAN	ITA10_HUMAN	curated	uniprot unpacked	COL3A1	ITGA10	Col3a1	Itga10
415		Q01955	Q9UKX5	CO4A3_HUMAN	ITA11_HUMAN	curated	uniprot unpacked	COL4A3	ITGA11	Col4a3	Itga11
416		P04004	P05556	VTNC_HUMAN	ITB1_HUMAN	curated	uniprot unpacked	VTN	ITGB1	Vtn	Itgb1
417		Q14055	O75578	CO9A2_HUMAN	ITA10_HUMAN	curated	uniprot unpacked	COL9A2	ITGA10	Col9a2	Itga10
418		P08123	Q9UKX5	CO1A2_HUMAN	ITA11_HUMAN	curated	uniprot unpacked	COL1A2	ITGA11	Col1a2	Itga11
419		P25067	P56199	CO8A2_HUMAN	ITA1_HUMAN	curated	uniprot unpacked	COL8A2	ITGA1	Col8a2	Itga1
420		Q2UY09	Q9UKX5	COSA1_HUMAN	ITA11_HUMAN	curated	uniprot unpacked	COL28A1	ITGA11	Col28a1	Itga11
421		Q17RW2	P05556	COOA1_HUMAN	ITB1_HUMAN	curated	uniprot unpacked	COL24A1	ITGB1	Col24a1	Itgb1
422		Q17RW2	Q9UKX5	COOA1_HUMAN	ITA11_HUMAN	curated	uniprot unpacked	COL24A1	ITGA11	Col24a1	Itga11
423		P12107	P56199	COBA1_HUMAN	ITA1_HUMAN	curated	uniprot unpacked	COL11A1	ITGA1	Col11a1	Itga1
424		P57087	P05556	JAM2_HUMAN	ITB1_HUMAN	curated	uniprot unpacked	JAM2	ITGB1	Jam2	Itgb1
425		P57087	P13612	JAM2_HUMAN	ITA4_HUMAN	curated	uniprot unpacked	JAM2	ITGA4	Jam2	Itga4
426		P08572	P17301	CO4A2_HUMAN	ITA2_HUMAN	curated	uniprot unpacked	COL4A2	ITGA2	Col4a2	Itga2
427		Q5TAT6	P05556	CODA1_HUMAN	ITB1_HUMAN	curated	uniprot unpacked	COL13A1	ITGB1	Col13a1	Itgb1
428		Q5TAT6	O75578	CODA1_HUMAN	ITA10_HUMAN	curated	uniprot unpacked	COL13A1	ITGA10	Col13a1	Itga10
429		P06734	P11215	FCER2_HUMAN	ITAM_HUMAN	curated	uniprot unpacked	FCER2	ITGAM	Fcer2a	Itgam
430		P12111	O75578	CO6A3_HUMAN	ITA10_HUMAN	curated	uniprot unpacked	COL6A3	ITGA10	Col6a3	Itga10
431		P07996	P06756	TSP1_HUMAN	ITAV_HUMAN	curated	uniprot unpacked	THBS1	ITGAV	Thbs1	Itgav
432		P10451	P13612	OSTP_HUMAN	ITA4_HUMAN	curated	uniprot unpacked	SPP1	ITGA4	Spp1	Itga4
433		A6NMZ7	Q9UKX5	CO6A6_HUMAN	ITA11_HUMAN	curated	uniprot unpacked	COL6A6	ITGA11	Col6a6	Itga11
434		P25940	P05556	CO5A3_HUMAN	ITB1_HUMAN	curated	uniprot unpacked	COL5A3	ITGB1	Col5a3	Itgb1
435		P25940	Q9UKX5	CO5A3_HUMAN	ITA11_HUMAN	curated	uniprot unpacked	COL5A3	ITGA11	Col5a3	Itga11
436		P02452	O75578	CO1A1_HUMAN	ITA10_HUMAN	curated	uniprot unpacked	COL1A1	ITGA10	Col1a1	Itga10
437		Q01955	P56199	CO4A3_HUMAN	ITA1_HUMAN	curated	uniprot unpacked	COL4A3	ITGA1	Col4a3	Itga1
438		P04004	P08514	VTNC_HUMAN	ITA2B_HUMAN	curated	uniprot unpacked	VTN	ITGA2B	Vtn	Itga2b
439		P12110	P05556	CO6A2_HUMAN	ITB1_HUMAN	curated	uniprot unpacked	COL6A2	ITGB1	Col6a2	Itgb1
440		P12110	P17301	CO6A2_HUMAN	ITA2_HUMAN	curated	uniprot unpacked	COL6A2	ITGA2	Col6a2	Itga2
441		Q14055	P17301	CO9A2_HUMAN	ITA2_HUMAN	curated	uniprot unpacked	COL9A2	ITGA2	Col9a2	Itga2
442		Q2UY09	P17301	COSA1_HUMAN	ITA2_HUMAN	curated	uniprot unpacked	COL28A1	ITGA2	Col28a1	Itga2
443		P02751	P18084	FINC_HUMAN	ITB5_HUMAN	curated	uniprot unpacked	FN1	ITGB5	Fn1	Itgb5
444		P02751	P06756	FINC_HUMAN	ITAV_HUMAN	curated	uniprot unpacked	FN1	ITGAV	Fn1	Itgav
445		Q86WN2	P17181	IFNE_HUMAN	INAR1_HUMAN	curated	uniprot unpacked	IFNE	IFNAR1	Ifne	Ifnar1
446		Q86WN2	P48551	IFNE_HUMAN	INAR2_HUMAN	curated	uniprot unpacked	IFNE	IFNAR2	Ifne	Ifnar2
447		P12107	Q9UKX5	COBA1_HUMAN	ITA11_HUMAN	curated	uniprot unpacked	COL11A1	ITGA11	Col11a1	Itga11
448		P29400	P05556	CO4A5_HUMAN	ITB1_HUMAN	curated	uniprot unpacked	COL4A5	ITGB1	Col4a5	Itgb1
449		P29400	O75578	CO4A5_HUMAN	ITA10_HUMAN	curated	uniprot unpacked	COL4A5	ITGA10	Col4a5	Itga10
450		Q9Y624	P05107	JAM1_HUMAN	ITB2_HUMAN	curated	uniprot unpacked	F11R	ITGB2	F11r	Itgb2
451		Q9Y624	P20701	JAM1_HUMAN	ITAL_HUMAN	curated	uniprot unpacked	F11R	ITGAL	F11r	Itgal
452		O14793	Q13705	GDF8_HUMAN	AVR2B_HUMAN	curated	uniprot unpacked	MSTN	ACVR2B	Mstn	Acvr2b
453		A8TX70	P56199	CO6A5_HUMAN	ITA1_HUMAN	curated	uniprot unpacked	COL6A5	ITGA1	Col6a5	Itga1
454		Q02388	P17301	CO7A1_HUMAN	ITA2_HUMAN	curated	uniprot unpacked	COL7A1	ITGA2	Col7a1	Itga2
455		P25067	Q9UKX5	CO8A2_HUMAN	ITA11_HUMAN	curated	uniprot unpacked	COL8A2	ITGA11	Col8a2	Itga11
456		P25940	O75578	CO5A3_HUMAN	ITA10_HUMAN	curated	uniprot unpacked	COL5A3	ITGA10	Col5a3	Itga10
457		P02751	P08648	FINC_HUMAN	ITA5_HUMAN	curated	uniprot unpacked	FN1	ITGA5	Fn1	Itga5
458		P02751	P08514	FINC_HUMAN	ITA2B_HUMAN	curated	uniprot unpacked	FN1	ITGA2B	Fn1	Itga2b
459		P02751	P05106	FINC_HUMAN	ITB3_HUMAN	curated	uniprot unpacked	FN1	ITGB3	Fn1	Itgb3
460		Q5TAT6	P56199	CODA1_HUMAN	ITA1_HUMAN	curated	uniprot unpacked	COL13A1	ITGA1	Col13a1	Itga1
461		P27658	Q9UKX5	CO8A1_HUMAN	ITA11_HUMAN	curated	uniprot unpacked	COL8A1	ITGA11	Col8a1	Itga11
462		P12109	P17301	CO6A1_HUMAN	ITA2_HUMAN	curated	uniprot unpacked	COL6A1	ITGA2	Col6a1	Itga2
463		P39059	O75578	COFA1_HUMAN	ITA10_HUMAN	curated	uniprot unpacked	COL15A1	ITGA10	Col15a1	Itga10
464		P19320	P26010	VCAM1_HUMAN	ITB7_HUMAN	curated	uniprot unpacked	VCAM1	ITGB7	Vcam1	Itgb7
465		P19320	P13612	VCAM1_HUMAN	ITA4_HUMAN	curated	uniprot unpacked	VCAM1	ITGA4	Vcam1	Itga4
466		P20849	P17301	CO9A1_HUMAN	ITA2_HUMAN	curated	uniprot unpacked	COL9A1	ITGA2	Col9a1	Itga2
467		Q969D9	P16871	TSLP_HUMAN	IL7RA_HUMAN	curated	uniprot unpacked	TSLP	IL7R	Tslp	Il7r
468		Q969D9	Q9HC73	TSLP_HUMAN	CRLF2_HUMAN	curated	uniprot unpacked	TSLP	CRLF2	Tslp	Crlf2
469		Q17RW2	O75578	COOA1_HUMAN	ITA10_HUMAN	curated	uniprot unpacked	COL24A1	ITGA10	Col24a1	Itga10
470		Q17RW2	P56199	COOA1_HUMAN	ITA1_HUMAN	curated	uniprot unpacked	COL24A1	ITGA1	Col24a1	Itga1
471		P53420	P56199	CO4A4_HUMAN	ITA1_HUMAN	curated	uniprot unpacked	COL4A4	ITGA1	Col4a4	Itga1
472		P01574	P17181	IFNB_HUMAN	INAR1_HUMAN	curated	uniprot unpacked	IFNB1	IFNAR1	Ifnb1	Ifnar1
473		P01574	P48551	IFNB_HUMAN	INAR2_HUMAN	curated	uniprot unpacked	IFNB1	IFNAR2	Ifnb1	Ifnar2
474		Q14773	P05107	ICAM4_HUMAN	ITB2_HUMAN	curated	uniprot unpacked	ICAM4	ITGB2	Icam4	Itgb2
475		Q14773	P20701	ICAM4_HUMAN	ITAL_HUMAN	curated	uniprot unpacked	ICAM4	ITGAL	Icam4	Itgal
476		P02751	P53708	FINC_HUMAN	ITA8_HUMAN	curated	uniprot unpacked	FN1	ITGA8	Fn1	Itga8
477		Q03405	P06756	UPAR_HUMAN	ITAV_HUMAN	curated	uniprot unpacked	PLAUR	ITGAV	Plaur	Itgav
478		Q03405	P05106	UPAR_HUMAN	ITB3_HUMAN	curated	uniprot unpacked	PLAUR	ITGB3	Plaur	Itgb3
479		P29965	P08514	CD40L_HUMAN	ITA2B_HUMAN	curated	uniprot unpacked	CD40LG	ITGA2B	Cd40lg	Itga2b
480		P29965	P05106	CD40L_HUMAN	ITB3_HUMAN	curated	uniprot unpacked	CD40LG	ITGB3	Cd40lg	Itgb3
481		P01137	P37173	TGFB1_HUMAN	TGFR2_HUMAN	curated	uniprot unpacked	TGFB1	TGFBR2	Tgfb1	Tgfbr2
482		P01137	Q04771	TGFB1_HUMAN	ACVR1_HUMAN	curated	uniprot unpacked	TGFB1	ACVR1	Tgfb1	Acvr1
483		P10451	P06756	OSTP_HUMAN	ITAV_HUMAN	curated	uniprot unpacked	SPP1	ITGAV	Spp1	Itgav
484		P10451	P05106	OSTP_HUMAN	ITB3_HUMAN	curated	uniprot unpacked	SPP1	ITGB3	Spp1	Itgb3
485		P01137	P36897	TGFB1_HUMAN	TGFR1_HUMAN	curated	uniprot unpacked	TGFB1	TGFBR1	Tgfb1	Tgfbr1
486		Q6UVK1	P05556	CSPG4_HUMAN	ITB1_HUMAN	curated	uniprot unpacked	CSPG4	ITGB1	Cspg4	Itgb1
487		Q6UVK1	P26006	CSPG4_HUMAN	ITA3_HUMAN	curated	uniprot unpacked	CSPG4	ITGA3	Cspg4	Itga3
488		P29400	P17301	CO4A5_HUMAN	ITA2_HUMAN	curated	uniprot unpacked	COL4A5	ITGA2	Col4a5	Itga2
489		Q8NFW1	P17301	COMA1_HUMAN	ITA2_HUMAN	curated	uniprot unpacked	COL22A1	ITGA2	Col22a1	Itga2
490		Q14993	O75578	COJA1_HUMAN	ITA10_HUMAN	curated	uniprot unpacked	COL19A1	ITGA10	Col19a1	Itga10
491		P01579	P15260	IFNG_HUMAN	INGR1_HUMAN	curated	uniprot unpacked	IFNG	IFNGR1	Ifng	Ifngr1
492		P01579	P38484	IFNG_HUMAN	INGR2_HUMAN	curated	uniprot unpacked	IFNG	IFNGR2	Ifng	Ifngr2
493		P12109	P56199	CO6A1_HUMAN	ITA1_HUMAN	curated	uniprot unpacked	COL6A1	ITGA1	Col6a1	Itga1
494		P02462	Q9UKX5	CO4A1_HUMAN	ITA11_HUMAN	curated	uniprot unpacked	COL4A1	ITGA11	Col4a1	Itga11
495		P04216	P05107	THY1_HUMAN	ITB2_HUMAN	curated	uniprot unpacked	THY1	ITGB2	Thy1	Itgb2
496		P04216	P11215	THY1_HUMAN	ITAM_HUMAN	curated	uniprot unpacked	THY1	ITGAM	Thy1	Itgam
497		Q03692	O75578	COAA1_HUMAN	ITA10_HUMAN	curated	uniprot unpacked	COL10A1	ITGA10	Col10a1	Itga10
498		P11047	P05556	LAMC1_HUMAN	ITB1_HUMAN	curated	uniprot unpacked	LAMC1	ITGB1	Lamc1	Itgb1
499		P11047	Q13683	LAMC1_HUMAN	ITA7_HUMAN	curated	uniprot unpacked	LAMC1	ITGA7	Lamc1	Itga7
500		Q01955	O75578	CO4A3_HUMAN	ITA10_HUMAN	curated	uniprot unpacked	COL4A3	ITGA10	Col4a3	Itga10
501		P12110	Q9UKX5	CO6A2_HUMAN	ITA11_HUMAN	curated	uniprot unpacked	COL6A2	ITGA11	Col6a2	Itga11
502		P24821	P05106	TENA_HUMAN	ITB3_HUMAN	curated	uniprot unpacked	TNC	ITGB3	Tnc	Itgb3
503		P05019	P16144	IGF1_HUMAN	ITB4_HUMAN	curated	uniprot unpacked	IGF1	ITGB4	Igf1	Itgb4
504		P05019	P23229	IGF1_HUMAN	ITA6_HUMAN	curated	uniprot unpacked	IGF1	ITGA6	Igf1	Itga6
505		P02461	Q9UKX5	CO3A1_HUMAN	ITA11_HUMAN	curated	uniprot unpacked	COL3A1	ITGA11	Col3a1	Itga11
506		P13942	P05556	COBA2_HUMAN	ITB1_HUMAN	curated	uniprot unpacked	COL11A2	ITGB1	Col11a2	Itgb1
507		P13942	P56199	COBA2_HUMAN	ITA1_HUMAN	curated	uniprot unpacked	COL11A2	ITGA1	Col11a2	Itga1
508		P05362	P20702	ICAM1_HUMAN	ITAX_HUMAN	curated	uniprot unpacked	ICAM1	ITGAX	Icam1	Itgax
509		P05362	P05107	ICAM1_HUMAN	ITB2_HUMAN	curated	uniprot unpacked	ICAM1	ITGB2	Icam1	Itgb2
510		Q96A83	P17301	COQA1_HUMAN	ITA2_HUMAN	curated	uniprot unpacked	COL26A1	ITGA2	Col26a1	Itga2
511		Q14993	P17301	COJA1_HUMAN	ITA2_HUMAN	curated	uniprot unpacked	COL19A1	ITGA2	Col19a1	Itga2
512		Q14031	Q9UKX5	CO4A6_HUMAN	ITA11_HUMAN	curated	uniprot unpacked	COL4A6	ITGA11	Col4a6	Itga11
513		P07359	P05107	GP1BA_HUMAN	ITB2_HUMAN	curated	uniprot unpacked	GP1BA	ITGB2	Gp1ba	Itgb2
514		P07359	P11215	GP1BA_HUMAN	ITAM_HUMAN	curated	uniprot unpacked	GP1BA	ITGAM	Gp1ba	Itgam
515		Q14050	Q9UKX5	CO9A3_HUMAN	ITA11_HUMAN	curated	uniprot unpacked	COL9A3	ITGA11	Col9a3	Itga11
516		P02751	P26010	FINC_HUMAN	ITB7_HUMAN	curated	uniprot unpacked	FN1	ITGB7	Fn1	Itgb7
517		P05362	P11215	ICAM1_HUMAN	ITAM_HUMAN	curated	uniprot unpacked	ICAM1	ITGAM	Icam1	Itgam
518		P02462	O75578	CO4A1_HUMAN	ITA10_HUMAN	curated	uniprot unpacked	COL4A1	ITGA10	Col4a1	Itga10
519		A6NMZ7	P56199	CO6A6_HUMAN	ITA1_HUMAN	curated	uniprot unpacked	COL6A6	ITGA1	Col6a6	Itga1
520		P11047	P06756	LAMC1_HUMAN	ITAV_HUMAN	curated	uniprot unpacked	LAMC1	ITGAV	Lamc1	Itgav
521		P11047	P05106	LAMC1_HUMAN	ITB3_HUMAN	curated	uniprot unpacked	LAMC1	ITGB3	Lamc1	Itgb3
522		Q8NFW1	O75578	COMA1_HUMAN	ITA10_HUMAN	curated	uniprot unpacked	COL22A1	ITGA10	Col22a1	Itga10
523		Q14993	P56199	COJA1_HUMAN	ITA1_HUMAN	curated	uniprot unpacked	COL19A1	ITGA1	Col19a1	Itga1
524		P00734	P08514	THRB_HUMAN	ITA2B_HUMAN	curated	uniprot unpacked	F2	ITGA2B	F2	Itga2b
525		P00734	P05106	THRB_HUMAN	ITB3_HUMAN	curated	uniprot unpacked	F2	ITGB3	F2	Itgb3
526		P24821	P13612	TENA_HUMAN	ITA4_HUMAN	curated	uniprot unpacked	TNC	ITGA4	Tnc	Itga4
527		P02461	P56199	CO3A1_HUMAN	ITA1_HUMAN	curated	uniprot unpacked	COL3A1	ITGA1	Col3a1	Itga1
528		Q8NFW1	Q9UKX5	COMA1_HUMAN	ITA11_HUMAN	curated	uniprot unpacked	COL22A1	ITGA11	Col22a1	Itga11
529		Q05707	P56199	COEA1_HUMAN	ITA1_HUMAN	curated	uniprot unpacked	COL14A1	ITGA1	Col14a1	Itga1
530		O60542	P07949	PSPN_HUMAN	RET_HUMAN	curated	uniprot unpacked	PSPN	RET	Pspn	Ret
531		O60542	Q9GZZ7	PSPN_HUMAN	GFRA4_HUMAN	curated	uniprot unpacked	PSPN	GFRA4	Pspn	Gfra4
532		Q9P218	O75578	COKA1_HUMAN	ITA10_HUMAN	curated	uniprot unpacked	COL20A1	ITGA10	Col20a1	Itga10
533		P00742	P05107	FA10_HUMAN	ITB2_HUMAN	curated	uniprot unpacked	F10	ITGB2	F10	Itgb2
534		P00742	P11215	FA10_HUMAN	ITAM_HUMAN	curated	uniprot unpacked	F10	ITGAM	F10	Itgam
535		P04216	P20702	THY1_HUMAN	ITAX_HUMAN	curated	uniprot unpacked	THY1	ITGAX	Thy1	Itgax
536		P29965	P05556	CD40L_HUMAN	ITB1_HUMAN	curated	uniprot unpacked	CD40LG	ITGB1	Cd40lg	Itgb1
537		P29965	P08648	CD40L_HUMAN	ITA5_HUMAN	curated	uniprot unpacked	CD40LG	ITGA5	Cd40lg	Itga5
538		P25067	O75578	CO8A2_HUMAN	ITA10_HUMAN	curated	uniprot unpacked	COL8A2	ITGA10	Col8a2	Itga10
539		Q8IZC6	O75578	CORA1_HUMAN	ITA10_HUMAN	curated	uniprot unpacked	COL27A1	ITGA10	Col27a1	Itga10
540		P13942	Q9UKX5	COBA2_HUMAN	ITA11_HUMAN	curated	uniprot unpacked	COL11A2	ITGA11	Col11a2	Itga11
541		P05997	P17301	CO5A2_HUMAN	ITA2_HUMAN	curated	uniprot unpacked	COL5A2	ITGA2	Col5a2	Itga2
542		P20849	Q9UKX5	CO9A1_HUMAN	ITA11_HUMAN	curated	uniprot unpacked	COL9A1	ITGA11	Col9a1	Itga11
543		Q5TAT6	P17301	CODA1_HUMAN	ITA2_HUMAN	curated	uniprot unpacked	COL13A1	ITGA2	Col13a1	Itga2
544		P29400	Q9UKX5	CO4A5_HUMAN	ITA11_HUMAN	curated	uniprot unpacked	COL4A5	ITGA11	Col4a5	Itga11
545		Q8IZC6	P17301	CORA1_HUMAN	ITA2_HUMAN	curated	uniprot unpacked	COL27A1	ITGA2	Col27a1	Itga2
546		P12110	O75578	CO6A2_HUMAN	ITA10_HUMAN	curated	uniprot unpacked	COL6A2	ITGA10	Col6a2	Itga10
547		P02458	Q9UKX5	CO2A1_HUMAN	ITA11_HUMAN	curated	uniprot unpacked	COL2A1	ITGA11	Col2a1	Itga11
548		P02751	Q9UKX5	FINC_HUMAN	ITA11_HUMAN	curated	uniprot unpacked	FN1	ITGA11	Fn1	Itga11
549		Q9P0W0	P17181	IFNK_HUMAN	INAR1_HUMAN	curated	uniprot unpacked	IFNK	IFNAR1	Ifnk	Ifnar1
550		Q9P0W0	P48551	IFNK_HUMAN	INAR2_HUMAN	curated	uniprot unpacked	IFNK	IFNAR2	Ifnk	Ifnar2
551		P02751	O75578	FINC_HUMAN	ITA10_HUMAN	curated	uniprot unpacked	FN1	ITGA10	Fn1	Itga10
552		Q5TAT6	Q9UKX5	CODA1_HUMAN	ITA11_HUMAN	curated	uniprot unpacked	COL13A1	ITGA11	Col13a1	Itga11
553		P10600	P36897	TGFB3_HUMAN	TGFR1_HUMAN	curated	uniprot unpacked	TGFB3	TGFBR1	Tgfb3	Tgfbr1
